Channel=1,Region=North,Region=South,Fresh,MeatAndFish,Wine,Frozen,PersonalCare,Deli,AssortmentExtDegree
1.0,1.0,0.0,0.026117273602739237,0.08719687376604986,0.08271446586977377,0.04168036289527316,0.11194395453654712,0.028848560700876096,1.0
1.0,0.0,0.0,0.24145771658879336,0.09207140231199705,0.1162680405704,0.022023535599237393,0.1006270821085636,0.04455569461827284,0.75
0.0,0.0,1.0,0.07715697114527231,0.03664066010375393,0.02692477661489378,0.11208993491552166,0.01692631785224378,0.020379641218189404,0.0
1.0,1.0,0.0,0.04426293826015622,0.29079694456925775,0.311693630964571,0.029140095983170074,0.3326474622770919,0.024196912807676264,1.0
0.0,1.0,0.0,0.1792452830188679,0.024944514793785656,0.020867240803216315,0.1337683255538755,0.017465216539290614,0.016416353775552776,0.75
1.0,1.0,0.0,0.10578877911331455,0.04455155698977438,0.05185552453733146,0.018950101899940834,0.09391534391534391,0.0024405506883604508,0.75
0.0,0.0,1.0,0.23147091343581694,0.023487602630611493,0.04133567586794141,0.010074945762934719,0.006883205957280031,0.017334167709637048,0.75
0.0,0.0,1.0,0.06483396939758176,0.008224064921095271,0.016124686075212606,0.012474525014791927,0.001641191456006271,0.013683771380892783,1.0
0.0,1.0,0.0,0.0028890394835396085,0.011750609316068243,0.05073455705616694,0.0008053382420616659,0.008107975700568293,0.00016687526074259492,0.25
0.0,0.0,1.0,0.020874201947426615,0.14464278419999183,0.04122789053321405,0.023239760699493787,0.038286302175191064,0.010158531497705466,0.25
0.0,1.0,0.0,0.01888575810536077,0.021050338357637893,0.026407407008202467,0.008792978765367169,0.004311189496374682,0.014789319983312475,0.25
0.0,0.0,1.0,0.1397082426793166,0.0711299919665591,0.025900815934983886,0.00877654329103938,0.013692925729962767,0.011869002920317064,1.0
0.0,0.0,0.0,0.1415807682704997,0.008959329003444847,0.03569850286170064,0.06044967457760831,0.0359347442680776,0.004714226115978306,1.0
1.0,0.0,1.0,0.10803580982273424,0.38493797911305366,0.4278107720663527,0.07742751955821445,0.47538212815990594,0.059803921568627454,1.0
0.0,1.0,0.0,0.14916003852052645,0.05265307789714472,0.08613126098063098,0.010896719479324173,0.05800509504213208,0.017417605340008344,0.25
1.0,1.0,0.0,0.05352748154224774,0.15029342483286356,0.20347715489830456,0.01863782788771284,0.1818048206937096,0.04370045890696705,1.0
0.0,1.0,0.0,0.06230160145521989,0.05208120583309505,0.05795617448289986,0.026658339359673922,0.007740544777581814,0.02413433458489779,1.0
0.0,1.0,0.0,0.04800798944252238,0.06704519150906145,0.03600030179893724,0.013148379462231281,0.01553008034489516,0.01931581143095536,0.75
0.0,1.0,0.0,0.18826907301066448,0.015072913688166331,0.051208812528967314,0.00401025573598054,0.03245639819713894,0.008176887776387151,0.75
1.0,1.0,0.0,0.06561864678817277,0.17413504350312486,0.20134300527070287,0.04649595687331536,0.19302371154223005,0.011472674176053401,1.0
1.0,1.0,0.0,0.017708742019474265,0.14480617621829173,0.20971792577901852,0.003418578660180133,0.28350970017636684,0.04484772632457239,1.0
0.0,1.0,0.0,0.049095837643114454,0.01914409814413899,0.024230143246709853,0.00857931759910591,0.004507152655300804,0.008468919482686693,1.0
0.0,1.0,0.0,0.33021542961087136,0.09663276282286944,0.08892290115006952,0.048813358753533626,0.000416421712718009,0.0,0.25
0.0,1.0,0.0,0.0299871598245176,0.03851966831420285,0.02617027927180228,0.015646571560055222,0.004017244757985499,0.022966207759699625,0.25
1.0,1.0,0.0,0.1521204123123016,0.06524787930776248,0.0975457279282581,0.016534087173755836,0.08357828728199099,0.03715060492282019,1.0
1.0,1.0,0.0,0.20191175946071263,0.13236115082444888,0.14862519805555258,0.0474985208073105,0.10971487360376249,0.12046307884856071,0.0
0.0,1.0,0.0,0.09597139494239755,0.015249921707991231,0.022246893087726486,0.034037867332851225,0.00729962766999804,0.003420942845223196,0.5
0.0,1.0,0.0,0.08722402539501373,0.01079748920931879,0.012600105629628034,0.027151403589507593,0.004825592788555751,0.00840634125990822,0.5
0.0,1.0,0.0,0.1630702286264579,0.016488977846765517,0.2267695657328864,0.0878969167050161,0.10214579659024103,0.30181476846057576,0.0
0.0,1.0,0.0,0.1103363412633306,0.011028961235243658,0.034502085646226976,0.022565906252054433,0.0035763276504017245,0.00936587400917814,0.75
0.0,0.0,1.0,0.22470307094196953,0.1556581294337105,0.1022559470558436,0.08283479061205706,0.006883205957280031,0.14290780141843973,0.25
0.0,1.0,0.0,0.3282626529229233,0.04071184455972659,0.016060014874376194,0.07851226086384853,0.005070546737213404,0.03798498122653317,0.0
0.0,1.0,0.0,0.056487855334022896,0.029968819356507765,0.017946258232104943,0.02411084083886661,0.0075445816186556925,0.01424697538589904,0.75
0.0,0.0,1.0,0.017414487998002638,0.011382977274893454,0.05629628032809856,0.0223193741371376,4.899078973153047e-05,0.027638715060492283,0.0
0.0,0.0,1.0,0.16553126226058423,0.025053442805985593,0.014982161527102623,0.02918940240615344,0.005903390162649422,0.04374217772215269,1.0
1.0,1.0,0.0,0.0010165138923565289,0.08454175346867639,0.22850490962199685,0.003336401288541187,0.2125955320399765,0.023112223612849397,1.0
1.0,1.0,0.0,0.09672040517887077,0.10212001143744127,0.1612253036851806,0.0026789823154296233,0.16892024299431707,0.0008969545264914477,1.0
1.0,0.0,1.0,0.185281948853301,0.07987146494560407,0.09925951475042306,0.0284991124843863,0.06283068783068783,0.032332081768877766,1.0
0.0,1.0,0.0,0.08365730998323644,0.020083602249363453,0.015294738997811958,0.04920781013740057,0.005486968449931413,0.014205256570713393,0.75
0.0,1.0,0.0,0.014596782822698577,0.043625668886074914,0.039363204242430776,0.013855104858326212,0.02936997844405252,0.0344180225281602,0.0
1.0,1.0,0.0,0.050139101901059316,0.16563865855152976,0.12201299891136813,0.0029748208533298274,0.12333431314912796,0.005027117229870672,0.25
0.0,1.0,0.0,0.04123123016014552,0.012826273436542624,0.04780279595158283,0.0027282887384129906,0.03262786596119929,0.006487275761368378,0.75
0.0,1.0,0.0,0.04241716303456147,0.015957953787290823,0.03499789818597282,0.06079481953849188,0.030472271213011954,0.023821443471005423,0.25
1.0,1.0,0.0,0.10909690765773798,0.09603365875576977,0.06717182060208889,0.01755308658207876,0.056951793062904175,0.04330413016270338,0.75
1.0,1.0,0.0,0.00906837393444377,0.11928978936045641,0.13061426862261122,0.001791466701729012,0.11035175387027239,0.02246558197747184,0.5
0.0,1.0,0.0,0.01893034204800799,0.044034148931824675,0.03533203272362762,0.024817566234961543,0.005682931608857535,0.09098873591989988,0.25
0.0,0.0,1.0,0.06562756357670221,0.005718720640496711,0.006273106481132177,0.017865360594306753,0.0016901822457378013,0.00444305381727159,0.5
1.0,1.0,0.0,0.04655455291222313,0.1027735795106409,0.09249059572954504,0.04133521793438959,0.08992259455222418,0.004901960784313725,0.75
0.0,1.0,0.0,0.10085779505653243,0.04132456462835123,0.022193000420362808,0.5749786338833739,0.001665686850872036,0.05621610346266166,0.0
0.0,1.0,0.0,0.1818579020579948,0.014732513650041528,0.0,0.07202024850437183,0.0,0.020275344180225283,1.0
1.0,1.0,0.0,0.1392089025216678,0.17153438721185135,0.21400778210116733,0.07231608704227205,0.174039780521262,0.04956195244055069,1.0
0.0,1.0,0.0,0.43745764525448516,0.053238565962719385,0.04579798872565399,0.0977088948787062,0.025426219870664315,0.029224030037546936,0.25
0.0,1.0,0.0,0.1389592324428434,0.01305774546246749,0.04275844228634252,0.014545394780093354,0.003331373701744072,0.0286816854401335,0.75
0.0,0.0,1.0,0.27304098156008133,0.09740887490979398,0.052750142815568515,0.3071132732890671,0.01861650009798158,0.0599290780141844,0.0
0.0,1.0,0.0,0.16774262581588614,0.04840488542134717,0.11968483568125722,0.01845703767010716,0.05219968645894572,0.06174384647476012,1.0
0.0,0.0,1.0,0.13154046438634662,0.011491905287093391,0.01486359765890253,0.028597725330353034,0.0012982559278855576,0.015561118064246976,1.0
0.0,1.0,0.0,0.34976103006741094,0.018735618098389226,0.008202463972751869,0.07371310236013412,0.002204585537918871,0.04887359198998749,0.0
1.0,1.0,0.0,0.1658344330705853,0.0853995615647509,0.10882007394073963,0.03582933403458024,0.06770527140897512,0.06629119732999583,1.0
0.0,1.0,0.0,0.04961301137782216,0.01111065724439361,0.021632516679780552,0.055190322792715796,0.009112286890064668,0.01180642469753859,0.0
1.0,1.0,0.0,0.004556478938545493,0.10378116362349032,0.21343651982711234,0.014989152586943659,0.24086321771506958,0.014872757613683773,1.0
0.0,1.0,0.0,0.09807575703534614,0.09558433070544503,0.053267512422259834,0.018522779567418317,0.0028659611992945325,0.008176887776387151,0.75
0.0,1.0,0.0,0.2765006955095053,0.22646133736366977,0.05848432262306391,0.24746893695352049,0.010679992161473643,0.024196912807676264,0.5
1.0,1.0,0.0,0.15138031886435782,0.03851966831420285,0.1318106858380849,0.013953717704292946,0.07863021751910641,0.005131414267834793,0.25
0.0,1.0,0.0,0.028729892641866105,0.044102228939449636,0.020468435064725093,0.004223916902241799,0.0015922006662747405,0.02317480183562787,0.0
0.0,1.0,0.0,0.2366159004173057,0.06396797516441322,0.054841178309279245,0.0032049174939188744,0.00017146776406035667,0.007029620358781811,0.25
1.0,1.0,0.0,0.003370546064129543,0.054055526054218914,0.10419608308093602,0.005966077180987443,0.17803252988438173,0.028535669586983732,0.25
0.0,1.0,0.0,0.06924777971965616,0.025611698868510273,0.023432531769727413,0.014808362369337979,0.0017146776406035665,0.010784313725490196,0.75
0.0,0.0,1.0,0.03702250597424831,0.004248192475797557,0.014949825926684417,0.03748931694168694,0.0020331177738585147,0.0026491447642886944,0.0
0.0,1.0,0.0,0.026803866319506365,0.006345056710646352,0.00917253198529808,0.05662020905923345,0.023172643543013915,0.01510221109720484,0.5
0.0,1.0,0.0,0.24221564361379605,0.0373895401876285,0.022904383629563364,0.21691539017816056,0.0021800901430531062,0.03961201501877347,0.0
0.0,1.0,0.0,0.027107037129507437,0.015209073703416254,0.018970218912014832,0.036305962790086126,0.005242014501273761,0.00784313725490196,0.5
0.0,1.0,0.0,0.0060366658344330705,0.021172882371362823,0.002371277364001854,0.013756492012359477,0.002278071722516167,0.00784313725490196,0.75
0.0,1.0,0.0,0.055355423190783605,0.003839712430047792,0.007329402761460276,0.017487344684767602,0.000930825004899079,0.006111806424697539,0.0
0.0,0.0,0.0,0.26422227770446194,0.03104448347698215,0.0892139215538334,0.04965156794425087,0.009014305310601607,0.0023779724655819774,0.0
1.0,1.0,0.0,0.013624852872989264,0.11358468472148468,0.07521260657274971,0.00364867530076918,0.061287477954144624,0.02571964956195244,0.75
0.0,1.0,0.0,0.007944858579733923,0.022439170513187095,0.019810944522888216,0.011817106041680363,0.018518518518518517,0.023988318731748018,1.0
0.0,1.0,0.0,0.04440560687662731,0.06541127132606238,0.07146167692423769,0.2932252974820853,0.0222663139329806,0.05073007926574886,0.5
0.0,1.0,0.0,0.06334486571316475,0.013030513459417506,0.032023022947497766,0.012836105450003287,0.008622378992749364,0.02375886524822695,0.25
0.0,0.0,0.0,0.15096122980347398,0.029328867284833134,0.036496114338683085,0.12859115114062192,0.005070546737213404,0.0319357530246141,0.25
0.0,1.0,0.0,0.04218532653279595,0.007516032841795678,0.009280317320025438,0.019410295181118926,0.003821281599059377,0.008385481852315394,1.0
0.0,1.0,0.0,0.0313692620465813,0.014215105592091826,0.021492395744634987,0.029107225034514496,0.00416421712718009,0.02069253233208177,1.0
0.0,1.0,0.0,0.1136979705389307,0.03685851612815381,0.027237354085603113,0.14246269147327592,0.015285126396237508,0.02323738005840634,0.5
1.0,1.0,0.0,0.04297000392338695,0.09076426616559781,0.09880681634456817,0.01590953914929985,0.12174211248285323,0.07580308719232375,0.75
0.0,1.0,0.0,0.01336626600563541,0.026197186934084935,0.024348707114909947,0.0065741897311156405,0.011757789535567314,0.008176887776387151,0.75
1.0,1.0,0.0,0.21979883725077576,0.12812657435017633,0.13029091261842915,0.004421142594175268,0.12382422104644326,0.04516061743846475,0.0
0.0,0.0,0.0,0.0039323037414844665,0.011219585256593547,0.022171443353417336,0.003928078364341595,0.007030178326474623,0.005340008343763037,0.75
0.0,0.0,0.0,0.010512893676213575,0.041297332625301254,0.06586761805188786,0.015663007034383013,0.020037233000195963,0.034084272006675013,0.25
0.0,0.0,1.0,0.06498555480258231,0.013030513459417506,0.022193000420362808,0.020807310498981,0.005805408583186361,0.036962870254484775,0.25
0.0,1.0,0.0,0.01870742233477191,0.007270944814345819,0.003352123910020803,0.005275787259220301,0.001641191456006271,0.00640383813099708,0.75
0.0,1.0,0.0,0.08522666476441844,0.02943779529703307,0.017903144098214,0.018867924528301886,0.005364491475602587,0.009261576971214018,1.0
0.0,1.0,0.0,0.0232639012733174,0.05833095053306646,0.03373680976966274,0.03390638353822891,0.0200127376053302,0.020483938256153526,0.25
0.0,0.0,1.0,0.01636230695152834,0.08612120964557547,0.03040624292658741,0.019607520873052398,0.02971291397217323,0.0060909470171047145,0.75
0.0,0.0,0.0,0.0626939401505154,0.019566194191413748,0.025890037401511152,0.20616658996778647,0.00725063688026651,0.02323738005840634,1.0
1.0,1.0,0.0,0.0022916146520669117,0.11736993314543251,0.14472336893842225,0.017931102491617907,0.17176170879874583,0.006675010429703797,0.25
0.0,1.0,0.0,0.00636658701002247,0.04809171738627235,0.07037304504349139,0.1233482348300572,0.012884577699392514,0.01858573216520651,1.0
1.0,0.0,0.0,0.023147983022434638,0.049466933540296555,0.1490240037940438,0.00767536651107751,0.24657064471879286,0.0011681268251981644,0.75
0.0,1.0,0.0,0.2022595142133609,0.0010756641204743814,0.0023173846966381756,0.05147590559463546,0.00014697236919459142,0.011368377138089279,0.25
1.0,1.0,0.0,0.3537825016941898,0.05295262993069455,0.05337529775698719,0.022007100124909605,0.012737605330197924,0.046558197747183984,0.0
0.0,1.0,0.0,0.1713450083817812,0.024304562722111022,0.017838472897377583,0.13427782525803694,0.008475406623554772,0.010012515644555695,1.0
0.0,1.0,0.0,0.11374255448157791,0.09905641109431804,0.048826756631492725,0.028384064164091775,0.000416421712718009,0.05481852315394243,0.75
1.0,1.0,0.0,0.0007311766594143453,0.2846288958784363,0.4939262963881135,0.0001807902176056801,0.5934744268077602,0.0296203587818106,0.25
0.0,1.0,0.0,0.05319756036665834,0.02634696295085985,0.03679791327591968,0.09292617184931957,0.027728786988046247,0.0059866499791405925,0.0
1.0,0.0,1.0,0.027321040054214072,0.17952698010702176,0.24924280802354035,0.06436131746762212,0.2438761512835587,0.015185648727576138,1.0
1.0,1.0,0.0,0.19137211541891072,0.09787181896164372,0.11513629455576276,0.014052330550259682,0.058372525965118556,0.057279933249895706,0.5
1.0,1.0,0.0,0.17740842458180262,0.07185164004738369,0.09388102654752795,0.13324239037538624,0.018640995492847343,0.013454317897371715,0.25
1.0,0.0,0.0,0.05764703784285052,0.17444821153819967,0.23246063140649084,0.029830385904937216,0.18506270821085635,0.03212348769294952,1.0
0.0,1.0,0.0,0.5000445839426472,0.046961589259698,0.09596128350776593,0.29588784432318715,0.03617969821673525,0.05204422194409679,0.5
1.0,1.0,0.0,0.053304561829011665,0.1986029982435358,0.2211539497935911,0.03254223916902242,0.29921124828532236,0.00921985815602837,0.75
1.0,1.0,0.0,0.04181082141455933,0.08268997726127746,0.08646539551828579,0.026198146078495826,0.11052322163433274,0.06470588235294118,0.0
0.0,1.0,0.0,0.0346060562827692,0.05100554171262067,0.017655237828341077,0.013986588652948525,0.009651185577111502,0.10066750104297038,0.0
0.0,1.0,0.0,0.3772604058922139,0.01185953732826818,0.0162432499434127,0.027825258036946948,0.00996962571036645,0.03788068418856905,0.25
0.0,1.0,0.0,0.24876056639440738,0.05029750963332107,0.07502937150371321,0.07320360265597266,0.014697236919459141,0.05214851898206091,0.75
1.0,0.0,0.0,0.07211006883760744,0.042808708794575386,0.0752664992401134,0.023502728288738412,0.09085341955712326,0.011013767209011264,1.0
0.0,1.0,0.0,0.017646324499768162,0.043067412823550234,0.016060014874376194,0.024916179080928275,0.008646874387615128,0.030162703379224033,0.5
1.0,1.0,0.0,0.11294004351392802,0.13072723064144984,0.08146415598693642,0.00310630464795214,0.06542719968645895,0.02784730913642053,0.5
0.0,1.0,0.0,0.15176374077112387,0.0692237517530602,0.0563393944619895,0.1292321346394057,0.008009994121105233,0.036545682102628284,0.75
1.0,1.0,0.0,0.010762563755037985,0.13601023923314678,0.2402642896407515,0.028203273946486095,0.30949931412894377,0.06537338339591156,1.0
0.0,0.0,0.0,0.1191015443877733,0.01210462535571804,0.12492320294900677,0.014627572151732299,0.04105428179502254,0.011889862327909888,1.0
0.0,0.0,1.0,0.1969986089809894,0.04792832536797244,0.07585931858111386,0.18731510091381237,0.00832843425436018,0.053420942845223196,0.25
0.0,0.0,1.0,0.05527517209401862,0.10511553177293956,0.11655906097416387,0.01903227927157978,0.07691553987850284,0.04103045473508553,1.0
0.0,1.0,0.0,0.10535185647537183,0.021690290429312527,0.01822650010239607,0.036996252711853264,0.004066235547717029,0.034292866082603256,1.0
0.0,1.0,0.0,0.08559225309412562,0.017169777923015127,0.013580952175646982,0.04759713365327724,0.02052714089751127,0.0059866499791405925,0.5
0.0,1.0,0.0,0.12145557655954631,0.003267840365998121,0.014852819125429795,0.014216685293537572,0.0009798157946306093,0.0016896120150187736,1.0
1.0,1.0,0.0,0.07841423832792381,0.14420707215119208,0.16041691367472544,0.04020117020577214,0.21962571036645112,0.029933249895702962,0.75
0.0,1.0,0.0,0.35890965509861966,0.007965360892120419,0.03877038490143032,0.016714877391361516,0.010606505976876348,0.00031289111389236547,0.0
0.0,0.0,1.0,0.076969718586154,0.01041624116661901,0.032809855891007475,0.03758792978765367,0.010092102684695277,0.004630788485607009,0.0
0.0,1.0,0.0,0.12067981595748475,0.0572144384080171,0.05422680190133331,0.002136611662612583,0.006025867136978248,0.06816854401335003,0.0
0.0,1.0,0.0,0.3071922816278489,0.10048609125444222,0.09125106438018044,0.04133521793438959,0.04183813443072702,0.060283687943262415,0.75
1.0,0.0,0.0,0.019028426721831866,0.05013411761502117,0.20661370813887064,0.020527907435408586,0.41928767391730354,0.0028994576554025866,1.0
0.0,1.0,0.0,0.05587259692549131,0.014160641585991857,0.02130916067559848,0.0630300440470712,0.014844209288653733,0.045035460992907804,0.0
1.0,0.0,0.0,0.013161179869458216,0.20324605476355811,0.12849089752848228,0.010469397146801658,0.09523809523809523,0.0731122236128494,0.0
0.0,1.0,0.0,0.19912972143952634,0.015535857740016066,0.025900815934983886,0.03321609361646177,0.0024005486968449933,0.011576971214017523,0.5
1.0,1.0,0.0,0.1026857367050683,0.08301676129787726,0.11710876618127339,0.009187430149234108,0.12536743092298647,0.03072590738423029,0.0
0.0,0.0,0.0,0.10519135428184186,0.03619133205342919,0.03831768649557542,0.034448754191045955,0.017220262590632963,0.0010012515644555694,0.75
1.0,1.0,0.0,0.1436851303634483,0.6282695423661887,1.0,0.01645190980211689,1.0,0.06134751773049646,0.25
0.0,1.0,0.0,0.3214234761208403,0.021608594420162573,0.0318829020123522,0.0782657287489317,0.012174211248285322,0.033750521485189824,0.25
0.0,0.0,1.0,0.00856903377679495,0.0671132715166864,0.035709281395173376,0.014989152586943659,0.009945130315500686,8.343763037129746e-05,1.0
0.0,0.0,1.0,0.016638727395941078,0.007107552796045913,0.006132985545986613,0.015202813753204918,0.11657358416617676,0.004171881518564873,1.0
0.0,1.0,0.0,0.0055194920997253625,0.0,0.0014443234853465838,0.0008217737163894551,9.798157946306095e-05,0.00010429703796412183,0.0
0.0,0.0,1.0,0.04808824053928737,0.10141197935814168,0.11471593175032606,0.0010847413056340807,0.10199882422104645,0.00492282019190655,0.5
0.0,1.0,0.0,0.14464814352462815,0.02410032269923614,0.018991775978960304,0.013608572743409375,0.004090730942582795,0.022194409678765126,1.0
0.0,1.0,0.0,0.09139708242679316,0.014419345614966708,0.041152440798904906,0.006113996449937546,0.023540074466000392,0.008531497705465164,1.0
0.0,1.0,0.0,0.10423725790919142,0.03079939544953229,0.02737747502074868,0.09565446058773257,0.006638252008622379,0.029328327075511057,0.5
1.0,0.0,0.0,0.08699218889324821,0.3406178941492041,0.19015488752600324,0.018128328183551378,0.3038653733098178,0.03383395911556112,1.0
1.0,0.0,1.0,0.009844134536505332,0.15870811377530875,0.2542979402222534,0.015284991124843864,0.22687634724671762,0.014747601168126826,1.0
0.0,0.0,1.0,0.26325034775475264,0.1076481080565881,0.1828362632980157,0.006689238051410164,0.008818342151675485,0.028952857738840217,0.5
0.0,1.0,0.0,0.25193494311088915,0.01210462535571804,0.023098397232072607,0.06337518900795477,0.014623750734861846,0.005569461827284105,0.0
0.0,1.0,0.0,0.14892820201876092,0.02698691502253448,0.03448052857928151,0.17451186641246466,0.0027679796198314716,0.028410513141426785,0.25
1.0,1.0,0.0,0.07300174769055177,0.08561741758915077,0.10553262123155524,0.020708697653014266,0.046492259455222416,0.037067167292448897,1.0
0.0,1.0,0.0,0.05205621143488961,0.01899432212736408,0.012492320294900676,0.009401091315495365,0.011586321771506957,0.0013975803087192325,0.0
0.0,1.0,0.0,0.08568142097942005,0.007107552796045913,0.010045593196589672,0.025902307540595623,0.011414854007446601,0.007759699624530663,1.0
1.0,1.0,0.0,0.10809822734244035,0.042808708794575386,0.0751479353719133,0.00747814081914404,0.07684205369390555,0.011305798915310805,0.75
0.0,0.0,1.0,0.207351000463673,0.017932274008414687,0.01804326503335956,0.01572874893169417,0.010435038212815991,0.013600333750521486,0.0
0.0,1.0,0.0,1.0,0.40265239709706846,0.19557648986278928,0.2748011307606338,0.12112972761120909,0.17828535669586984,0.25
0.0,0.0,0.0,0.08335413917323536,0.017591873970289884,0.028110415296894706,0.13386693839984223,0.010753478346070938,0.018043387567793074,0.5
0.0,1.0,0.0,0.2836341263330599,0.01876285010143921,0.017763023163068433,0.012737492604036553,0.002694493435234176,0.029974968710888613,0.25
1.0,1.0,0.0,0.10335449584477654,0.10516999577903952,0.13086217489248414,0.05303727565577543,0.1967470115618264,0.06312056737588653,0.75
0.0,1.0,0.0,0.05911830795020865,0.02779025911250902,0.04915011263567479,0.02241798698310433,0.045487948265726046,0.03940342094284523,0.5
0.0,1.0,0.0,0.19286121910332774,0.01719700992606511,0.031074512001897023,0.003960949312997173,0.022413286302175192,0.008385481852315394,1.0
1.0,1.0,0.0,0.006108000142668616,0.07401658428985744,0.11951237914569345,0.013279863256853593,0.10376249265138154,0.00903212348769295,1.0
0.0,1.0,0.0,0.2708563683703677,0.17969037212532166,0.055897474589607345,0.004864900401025574,0.0011757789535567313,0.030183562786816855,0.0
0.0,1.0,0.0,0.05314405963548168,0.048922293479296865,0.06670834366276125,0.0065741897311156405,0.04196061140505585,0.0155819774718398,0.75
0.0,1.0,0.0,0.2650604558262296,0.06441730321473796,0.07893120062084354,0.10033857077115246,0.008769351361943954,0.022528160200250315,0.0
